x1,y1,z1,x2,y2,z2
3.376145038,2.1210397301,-1.9253553655,,,
2.7505803105,4.3333013761,-0.4143787521,,,
1.5086095062,1.4679155125,4.0686294555,,,
1.4624122778,-0.7535159981,3.1484047736,,,
3.4592240083,-1.0126472722,-1.3467029868,,,
4.7263161521,1.4448740837,2.7650335835,,,
-3.4310065259,-0.622023211,3.0896929422,,,
-1.7222195563,3.6554034387,1.5853783738,,,
-0.9751941084,-2.4698784599,-2.1278721758,,,
4.2055375711,2.9056547488,1.4558090189,,,
-2.6212581917,1.6440521698,-2.7677713701,,,
-1.1331273382,-0.5448254974,-2.1443204228,,,
1.8873086805,3.3115573748,2.6721175872,,,
1.6541632978,0.0169021174,4.1616083875,,,
-2.5961070435,-0.276520607,2.5758183953,,,
1.1508136631,0.8461625181,-2.5847892149,,,
-1.0363071938,-3.3482919196,0.7416845478,,,
3.4578862217,-0.6287867793,0.9265260623,,,
0.6396818681,1.9508092874,3.8121103707,,,
2.8202088432,-1.5755118047,2.0448583528,,,
2.3756444677,-2.052518676,-2.3616675051,,,
3.2711576537,1.6751473991,-2.926543217,,,
-1.2634377313,2.584625628,0.2440674805,,,
1.4547396226,-2.0558097119,2.4928963018,,,
0.0028617643,-1.6464187279,-2.2346950253,,,
3.2753573162,2.8767257896,-1.2679496735,,,
-1.1714028297,-1.7712815281,-2.3187408762,,,
3.0992419684,2.430680524,-0.4891893321,,,
3.0326787781,1.2226602063,-3.1227824403,,,
1.7851149926,3.8771625578,-0.2313099916,,,
-0.7784205355,2.6460412519,3.8501644007,,,
-0.1343790908,4.8766790774,1.2199770344,,,
2.6387760622,-0.5045607872,1.9577418346,,,
0.1827724768,-4.24451984,0.7938672951,,,
-0.4995564786,1.0859679021,-3.5018126669,,,
2.5813620685,1.4620580663,-3.0633796658,,,
4.3182309417,0.0820969929,-0.208592405,,,
2.3668423186,-0.0275864509,3.699010631,,,
4.6973462995,2.7425675641,0.36456739,,,
0.9460466672,1.3109895043,-3.7549290178,,,
2.7946522614,-3.3866192862,-1.0782578202,,,
2.3573609907,3.0428251609,2.8189376131,,,
2.4584880212,3.1522203125,-1.469021684,,,
2.6812041605,0.9388791556,-1.6532991042,,,
4.693625531,-0.6335720686,0.4585632444,,,
0.6381048837,-0.6211170288,-3.4263050482,,,
3.5334650141,-0.5253756471,-0.8324219999,,,
-1.4460603214,-0.5581266565,3.5643847571,,,
-2.5610472594,2.0918900578,3.6612117527,,,
0.5768014961,-2.6230631135,1.0468763529,,,
1.8969910269,4.549446552,0.7666708837,,,
-1.6347767405,2.5775784822,-1.9443544828,,,
-1.7776489926,0.6836206413,-1.4297864735,,,
-0.5618798239,3.7778452002,-1.5305166117,,,
1.8617740604,2.4446602754,-1.8475023635,,,
1.6305935537,3.8519284257,1.978086833,,,
3.2689880808,-1.2036307773,4.1651039802,,,
3.3389060153,-0.0311704672,-2.902335084,,,
-1.3436809927,2.911706432,3.9714910933,,,
-0.7581281452,-1.5297903712,-2.1334669285,,,
-1.5395557361,0.4710264773,-2.1322521869,,,
-1.5992941923,3.0499989123,3.2934678474,,,
1.4542824587,-0.6470875832,3.6432242698,,,
2.2232530871,3.5517196068,-1.0038473845,,,
1.4538408971,-1.4628971421,-1.888198322,,,
-1.2503629319,-2.258889319,-2.7099044873,,,
1.8816844391,-0.2987580884,-2.7713219686,,,
2.6994686048,-0.8721981401,3.4385764786,,,
-0.4658268908,3.790077457,3.3140915147,,,
2.6222113758,3.1892063366,-1.455258756,,,
3.2285539814,3.1937626971,2.0387537371,,,
2.50436998,1.0210806286,2.8750114615,,,
2.5168008134,-2.4504941369,-0.2484128791,,,
1.4980562745,4.0459099787,2.6371710936,,,
1.5368576787,2.850715264,2.4574107699,,,
-1.0619054899,2.7625104622,2.7666756453,,,
3.0915877276,1.0363448822,4.7785435531,,,
3.8382557034,1.5793328798,-0.9532951245,,,
3.0173992031,3.7301213013,1.9599966253,,,
2.7032185203,2.460941375,2.5349147899,,,
-0.8571848325,2.2573424009,-3.8112988808,,,
3.0064797455,-0.8314367056,3.270078525,,,
-0.9242089048,-0.7297403678,-3.1373579252,,,
3.5303267929,-0.9271303211,1.2914368661,,,
0.9476537195,-4.2233791582,0.5001059982,,,
3.3907321071,3.88814648,-0.7386466627,,,
-1.7333226047,2.2954176435,4.3032032059,,,
-0.6259874153,-0.3887993408,-3.8603436275,,,
0.1859714539,2.8435179778,3.5980043308,,,
3.5822508667,3.64596708,-0.1287899018,,,
2.435556683,1.4541172528,-1.0221233034,,,
2.2468183057,0.7296787789,3.4058228531,,,
3.1074565821,3.9107935625,1.3605536686,,,
-0.4398524473,-3.0024165816,0.6326630523,,,
1.4344329563,3.9502160651,-0.6353014859,,,
-0.6023830785,-3.3465753287,-1.133741481,,,
1.8843705704,-2.5146311546,1.5913356919,,,
3.0066125404,3.150027445,3.0078070518,,,
4.3015161972,0.4588936971,0.6510289056,,,
1.8841181115,-0.5251200249,4.1514379637,,,
0.1503122867,4.7048517062,-1.4829892657,,,
-3.2752581578,-1.4432624123,0.0274998498,,,
2.6726903718,-0.1488896004,3.6308723701,,,
-0.2633193775,2.8593919095,-2.8405914732,,,
-1.976769433,4.8578019519,1.3395505758,,,
1.7007958222,-4.1751107106,-0.4066388446,,,
1.2141806404,3.3841140027,-0.94267356,,,
2.7743594827,1.1075676825,-1.9880603953,,,
-1.5156530399,3.2623768991,2.00435143,,,
5.0088239435,0.8781119256,0.1270313152,,,
2.9191463148,-1.4155234496,-0.2223672988,,,
0.4576161877,-3.0827098717,-1.042578866,,,
-0.2096737429,4.2786796508,-1.6868507241,,,
4.4350307319,0.410610099,1.8600421011,,,
1.1924793443,-2.3990232928,2.8801214453,,,
-0.456937586,3.1920575032,-1.177017913,,,
-2.0777915696,1.3229978396,-0.3086368095,,,
0.3800143666,3.4566699121,2.8239947835,,,
-1.3637194868,-1.8312573598,3.8650025944,,,
4.5206260767,0.0992719972,-0.8103381087,,,
-2.6978494281,-0.806466306,2.0465744746,,,
-1.6967292459,-0.7662105188,-2.9851256656,,,
1.8721512105,4.7719880605,2.4286607682,,,
4.223311628,1.3031457311,-0.6468108913,,,
0.4104688366,-3.482720998,-1.9817013225,,,
3.793347978,1.5335374746,-1.5023214517,,,
3.2474224182,0.28942172,-0.1172654529,,,
4.0138577424,0.8048619017,-2.2982593173,,,
-1.9042925487,2.0025292403,2.6425730366,,,
1.4219621806,3.1315209991,-2.9703268811,,,
-0.0471062841,4.8329759392,0.3677029036,,,
0.4490897818,1.4403842481,-3.9232204825,,,
-1.291627432,3.3094186549,1.9089047966,,,
2.0129938824,-3.8736709837,0.2958425773,,,
-2.8655506171,2.7033921968,0.8507414115,,,
1.1008284954,2.2202800894,-2.8292801419,,,
0.3541905952,4.2229575374,4.0497745096,,,
2.0412697605,0.5343017869,4.6191684455,,,
-0.1046020147,1.37133155,-2.8341564742,,,
4.4922404607,-1.2036954636,1.0709213125,,,
2.486383426,0.4830748195,-2.5996781712,,,
1.1954767121,4.2802797688,3.2154297058,,,
3.1298669855,0.5723972851,-1.703781021,,,
0.8468660215,4.5838366477,0.2248773324,,,
-0.4977744467,3.3554074458,2.0423500024,,,
0.0630629263,1.7974954163,3.7733732569,,,
-0.1596048731,-1.4991794488,3.6243423807,,,
0.257148979,-3.0968747359,2.3658679282,,,
0.0292483893,0.8072273128,-2.7688728962,,,
3.0903807685,1.5062322928,-3.5421134751,,,
3.5187548546,2.4032524099,0.4900953233,,,
0.3276282398,1.1454780021,-3.4755241623,,,
4.7135527499,0.0466001419,-0.3510575832,,,
-2.5782490823,3.237473284,1.9088324836,,,
1.7319795997,-2.0618106853,-1.4233120198,,,
2.6888980615,0.0403678178,-2.60788185,,,
-2.869939251,-2.6955977646,2.2947108498,,,
-2.9713194527,-2.0478141602,1.3221130352,,,
-1.2484579604,1.1876258498,-2.1139537229,,,
2.745918319,-1.9710612826,-2.2985339949,,,
1.9385688614,-2.2442361022,-2.6005640863,,,
-0.0469036897,3.4929118891,4.8039102056,,,
-2.5991560384,-0.2755316219,-2.7955747851,,,
0.3867530425,4.0838136761,-3.1742712939,,,
2.908902202,1.5887903984,-1.8471472538,,,
-3.597770169,-0.7758370254,-0.9307736663,,,
-3.245774372,-0.7948119872,3.4811311545,,,
3.1494067268,-0.5176362259,2.4063376294,,,
-2.1469341271,0.5110601733,-1.6533258297,,,
1.8748001483,0.9351673587,4.2682578184,,,
2.2056220643,-0.0990338704,-4.1176401558,,,
-2.4390656298,1.1989083509,3.3718341143,,,
4.7370810661,1.4130976633,-1.1706793184,,,
0.030964474,-3.9706102402,0.0923384078,,,
3.8714320503,0.0898869027,-1.774576236,,,
2.7272658277,-1.0414745617,2.9920412968,,,
1.8514373677,-2.3985378372,1.6842926968,,,
3.1518019939,1.980726332,2.4990220863,,,
2.6260408702,-2.6897612745,-0.2809829134,,,
-3.7600983197,2.0686037582,-0.4725308072,,,
-2.3832842896,3.7161376406,1.3175320631,,,
-0.8772211523,-2.7809162232,0.0461022457,,,
-1.4838389736,-1.9624698945,-1.8371176185,,,
1.7596565959,4.8846246294,0.3586012736,,,
2.9659103573,-2.4574709476,0.1579697921,,,
0.3133032797,-3.9152803788,0.1764806453,,,
-2.8357450462,2.1146542366,-1.0567351348,,,
0.0800642695,-2.0724847364,4.9511645805,,,
3.8916766532,-0.5322132798,-0.956110503,,,
1.3664003396,3.9867133258,1.0413393373,,,
-1.7112462313,4.8273467323,0.3025880753,,,
3.5645006803,4.6663357095,0.8127961461,,,
2.4155653456,-1.6811822452,-1.5583889319,,,
-1.4352870251,-0.4578087939,-3.0010123459,,,
3.2276593074,1.5105952026,-2.3945589503,,,
2.3887381132,-1.9868696962,2.5759732955,,,
2.0204601194,-1.613837251,-0.7753816585,,,
-1.1988293386,4.0353200723,-1.5752767949,,,
2.6406229992,0.8023422317,4.0520796102,,,
-3.2089185479,-2.9539455865,0.9669781675,,,
2.9502666327,-0.0449895867,-3.6893564123,,,
-3.6347115609,0.4598780018,1.5548416583,,,
-0.649521389,3.669908551,0.2209239903,,,
1.6117139495,-3.0843741006,2.2895640302,,,
-2.724016261,1.0212194631,1.9038638837,,,
-1.9659396091,-2.1944909632,0.8016905648,,,
2.9510521371,2.5130552291,-0.5858935858,,,
3.6401285837,0.7078113917,-1.7938518066,,,
1.5423106985,-1.358717758,3.6644373565,,,
3.7317941306,4.5490622331,1.1621882987,,,
-3.3448130802,1.2046093659,2.4426911548,,,
-2.2225369595,4.0737979685,-2.2275815176,,,
1.9912261608,1.7235968393,4.0773021733,,,
0.353287298,1.5653325036,-2.084805622,,,
-2.7989006869,2.1881430366,1.7597578682,,,
-1.5716785152,2.4548796178,-2.15508467,,,
3.0757391369,-0.5757246061,4.2792236356,,,
3.4117374699,2.9654505424,-0.8913702916,,,
0.610616324,-3.6709988421,1.01961574,,,
2.8377305979,2.5124273965,-0.260908234,,,
-2.1934730508,-3.0394380573,0.2372762654,,,
0.3978848573,4.2637445054,3.3360637113,,,
-0.9749866074,2.5212058171,-1.5479009614,,,
3.2499353879,-0.4469532208,2.2471654149,,,
-0.940966176,2.7459465625,2.7915917778,,,
4.8074121579,-1.0829397051,-0.5373264608,,,
2.8235367499,1.6365478074,2.7997760539,,,
4.7158878879,-0.8098126594,2.300924339,,,
-3.1287628041,1.8447684645,-0.0688190215,,,
1.4307326683,-2.7921930635,-1.5146992794,,,
-0.2039934152,-3.2605348304,-0.0058197919,,,
0.2802623419,3.4743267771,3.3025822283,,,
-1.5592552029,-1.2224782126,4.1439640372,,,
4.9552108066,-1.0892799674,-0.1201274911,,,
0.3528423981,-2.491241097,-1.4524065895,,,
-2.4985484898,1.7183533287,-1.6250149094,,,
-0.1325520087,-2.9812644971,3.0286440368,,,
3.3489200386,-0.872857818,3.5073945955,,,
3.0578736421,0.7923672062,-3.296180465,,,
-1.6309169002,2.7369490873,2.5766830547,,,
-0.1841627859,4.3765829265,0.3200883102,,,
2.6885810387,1.3498359799,2.8873617118,,,
-1.0194781766,3.0632191148,4.0891319533,,,
1.0048399553,4.3615980264,2.5844142848,,,
5.2202182402,0.1512980909,-0.4391590675,,,
-0.3972054727,-0.583547406,4.1202988017,,,
-1.0612649869,3.3252020419,-0.999061041,,,
-1.9202336148,3.9415705958,1.046456344,,,
0.8110205455,-0.5660337082,-4.1440112516,,,
3.2045789459,1.7098781384,1.1186182219,,,
-1.3343611735,4.0404642084,-0.3209118231,,,
-1.9810501751,4.4017815182,-0.4549706928,,,
2.1542296401,2.4764564956,-2.0639030495,,,
0.4519332508,3.2261720406,-3.6087464762,,,
4.3496117936,2.5530043366,-1.9261487802,,,
3.2632639615,-1.1487682435,0.3305356501,,,
1.1783310435,1.2409940201,3.0791208326,,,
-3.5175616168,-0.5018380074,0.2111570393,,,
-0.2887325495,-2.1511705351,-1.4134293164,,,
0.8932914845,1.3704637529,-2.8962578782,,,
3.3035399,-0.3945398395,-1.2152578646,,,
-2.5809991132,3.4707876084,-1.997471534,,,
4.0941001147,1.6851059852,2.3836043606,,,
-1.9888845795,1.4666543248,0.9820560941,,,
-4.0568790719,-1.6675928188,1.672742252,,,
-1.1883664014,3.148132845,-0.3999019514,,,
1.305382615,-2.6965120519,-2.6796803277,,,
1.6569699636,3.2218533629,2.906701423,,,
1.7896673896,1.8600995977,-2.9796159805,,,
3.220975384,-2.3713045772,1.3044889912,,,
0.7557571125,-3.739422063,-2.0294342406,,,
-0.7399256585,3.3490914077,-0.3135591459,,,
-0.5676954674,3.7345346241,1.3924877566,,,
0.8484854622,2.2124631417,3.7591011599,,,
1.1510146296,-2.3418258197,2.7430050501,,,
-2.7123943945,-2.4921683509,-0.3169057099,,,
2.8666463235,3.5974416069,2.3085454372,,,
0.4882496454,-0.21887698,-4.1114760752,,,
0.8406525782,1.0560769882,4.1163288685,,,
-1.4229752543,1.9089892998,-3.0630025608,,,
-0.0755520123,-1.0650128771,-2.207726313,,,
5.1728743745,1.7303427339,1.2482323264,,,
-0.5531384343,3.1720646486,4.5124107379,,,
-2.6419908274,0.548205012,2.9534323245,,,
0.1808413914,3.5389233178,-2.4963064362,,,
2.4632414642,2.9636203451,-2.2685421005,,,
-0.2324704203,-1.4912434326,-2.5802145125,,,
4.9725452367,1.4160791749,1.593803728,,,
0.0810415358,1.5491137614,3.5292105216,,,
-0.1400181945,3.003139097,-3.6173083118,,,
2.5656259173,-2.319954437,1.7010161123,,,
0.4954242997,4.071719803,-0.3034912253,,,
0.3126756397,3.5825972356,2.6247258074,,,
1.9301295159,2.3519874654,4.5296617235,,,
-2.5556838282,1.6514514366,2.9922883038,,,
2.7051424765,-0.5485350474,-2.4915834775,,,
-2.7987725586,-0.2540912634,0.1900449318,,,
4.9885481971,-0.0720228197,-0.2758166416,,,
3.465846158,1.2920122332,3.4395942953,,,
-3.0645465166,-0.0838480554,-1.148277118,,,
-0.8537014095,0.3432101305,-3.6237208706,,,
-2.7109136529,-3.0125505951,0.1526181714,,,
-3.5703735919,-2.0556287856,-0.5481511049,,,
3.4708845629,-1.532599994,1.4157176856,,,
2.1418569755,-2.1569212407,2.4933958796,,,
-2.6804700547,0.7697690774,1.0004496461,,,
3.4204375767,1.7145681305,1.6302117436,,,
-3.2660480373,1.2916312272,2.7035980486,,,
5.3348569413,0.3013434216,-0.3471206417,,,
-0.2398951171,4.2430964416,0.9931769205,,,
3.866689288,0.3357691147,-1.5738991473,,,
1.2440578808,-4.3061692973,-0.2592431135,,,
1.7472363851,1.3156078386,-2.4297363435,,,
4.6220656438,1.0576608076,1.0799194931,,,
-2.3801022003,-0.3750820512,3.2284908477,,,
2.2735699665,1.4860620723,4.7939125333,,,
-2.9728725706,-0.3552995858,-0.8904873646,,,
-1.4089170725,-2.3125130522,-1.1251518621,,,
1.6599873932,0.3466505675,-3.7156584456,,,
-1.3900911958,0.7484788845,-3.1198558871,,,
0.7683281225,0.594598301,3.5882807925,,,
-1.2749399586,-2.7352760364,-1.1726811894,,,
4.9425119713,-1.4407262667,1.3230086867,,,
3.9851217977,-0.7174184423,1.350196401,,,
-0.4210395445,-2.0304201558,-2.4808350365,,,
-2.1016994709,3.7295917897,-0.4292010015,,,
4.5542636357,-0.1686293854,1.6867048168,,,
-0.3367959076,1.6769586643,4.5939911868,,,
-2.4538754048,-1.5095133071,-0.8242092683,,,
0.8436397037,-3.5441100017,-1.5508325183,,,
3.8123363245,2.297960617,0.5821131488,,,
-2.5788326665,-0.0814058505,1.8261182815,,,
-1.3074357814,-1.371356201,4.1006784823,,,
-0.9204156035,-0.6712159169,-2.1798121471,,,
2.6887645862,-1.340900931,0.7172901053,,,
-2.7633001862,-0.4933473003,2.8491107462,,,
-2.3018612882,1.0542848808,2.0725787426,,,
-1.2757764229,-0.4004492875,3.079030736,,,
-2.1939884076,3.6858478698,0.7333795839,,,
-0.2252427947,0.7752786632,-3.3920839044,,,
-3.1466131894,2.5459267946,-1.9233020274,,,
4.1510512475,0.7433773507,-1.2201575634,,,
0.6862380953,4.8390872389,-0.715797141,,,
-4.1749832247,1.1548564335,0.4783898886,,,
-2.3905944832,2.8296926257,-1.8849021272,,,
0.4149295797,-3.1643812374,2.4305123894,,,
2.2881345004,-2.6165158405,3.7127539104,,,
1.8308344247,-3.3935059801,-2.1516034475,,,
0.8894507707,-2.1690566094,3.1676309439,,,
3.7409517588,2.4899227459,2.3883306405,,,
-1.9487573594,3.15640933,1.7587336367,,,
-4.0987487903,2.132303593,-0.6517333699,,,
-3.8432792631,0.6935295212,1.6018218162,,,
0.7448357494,3.9471713101,1.658364331,,,
3.5117097461,0.6734715982,-3.0191749496,,,
-1.404729032,0.0225067418,-2.9852022376,,,
3.070737683,-0.261518257,3.7493705545,,,
3.2205536547,3.4004187348,1.723247549,,,
0.8333811306,2.3442410228,3.6174857271,,,
3.3998030986,2.8342932616,-0.7393801989,,,
-0.8470130485,0.9185402789,5.2889892628,,,
3.0511907712,3.9800540242,-1.3737347221,,,
-3.127878812,-0.3856923231,0.910703071,,,
-0.7603312902,-2.4602077064,3.6457507791,,,
2.614074973,-2.3384735868,2.4467016908,,,
-2.3889371023,2.944369126,1.6862833614,,,
-3.5566008536,-1.6562572876,-0.5266440195,,,
1.1285380519,0.5925775848,4.4308295058,,,
-1.4786428507,-1.3532080211,-2.5360056065,,,
-0.0767897549,0.1195401275,-2.8909309119,,,
4.3941197121,-0.0289756365,1.2565684743,,,
-1.6867166855,3.7207582396,-2.5852797674,,,
-2.6651987252,0.3761817338,3.8323840737,,,
-2.9171282284,3.0208578329,-0.1190837998,,,
-3.9670306597,2.3050458129,1.0084271455,,,
0.4885488589,0.4090889253,-3.4289271667,,,
2.1308958141,-3.2594058803,-0.1867218942,,,
4.4042107902,2.5479331203,-1.0135495268,,,
-2.5483139444,-0.9145926242,-1.7474192517,,,
2.2345649488,3.0192954182,0.2632152426,,,
0.3344957253,5.3349749673,-0.1593806641,,,
3.9917071906,-0.3512974137,1.187296714,,,
0.3766888982,4.1269716165,-2.4971742255,,,
3.0531198713,0.8989762825,3.8551739676,,,
-2.261655463,2.250279961,1.5268662478,,,
0.5334321112,2.5036700066,-2.3385097015,,,
-0.3849932589,-0.5388100855,-3.9313262692,,,
1.6370655278,3.5018139543,0.7535724525,,,
-3.5876660677,-0.1931215317,1.0115937603,,,
-1.23545001,-3.3842813306,-0.1391092961,,,
-2.7289936193,-2.9308155424,-1.818870231,,,
4.2312096154,-1.8836736394,3.0339854724,,,
-1.3277951268,4.8064329413,1.8254922778,,,
2.6072422326,0.2157576492,3.4505117616,,,
-2.3224787796,0.634013226,3.541168515,,,
3.3160271891,-0.6358344741,4.8048001211,,,
2.465470359,-1.4640378015,2.2270564586,,,
0.8224867512,-3.0931203374,1.5178046111,,,
-0.0912452696,-3.7450319965,0.0368393522,,,
-1.1476219364,1.2303756933,-2.2385526132,,,
-2.03760232,3.1193141417,3.3217961483,,,
-0.1964500652,0.7057592167,-3.246550836,,,
-0.4240218978,-3.4595418438,-0.0803612164,,,
0.1416868298,-2.4663037767,0.4570440732,,,
-2.0588645745,-3.412461741,-0.2523572061,,,
1.2023262021,-2.4689875881,1.2881607191,,,
1.7728988652,-1.7895044307,2.6017475473,,,
0.7602386329,-1.8011662928,-2.5109060114,,,
-0.4704035349,-0.870152866,-3.3145348409,,,
1.7728886081,-0.3539164915,-2.9054527025,,,
-0.6991403094,2.8388967924,-2.5059327202,,,
1.530816924,-0.8281603991,4.689105175,,,
-2.2226248294,-0.7225660382,-1.8214252476,,,
1.6199135983,-3.1370689408,2.9089125542,,,
